month,year,month_num,region,category,segment,revenue,total_orders,total_units,pcogs,pcogs_pct,ops,total_discount_given,avg_discount_pct,total_profit,total_sales,profit_margin_pct,conversion_rate,successful_orders
2014-08,2014,8,Central,Furniture,Consumer,353.14,2,6.0,453.92,128.54,499.91,146.77,15.0,45.99,499.91,9.2,100.0,2
2014-08,2014,8,Central,Furniture,Corporate,789.48,2,20.0,618.38,78.33,789.48,0.0,0.0,171.1,789.48,21.67,100.0,2
2014-08,2014,8,Central,Furniture,Home Office,53.88,1,6.0,31.25,58.0,53.88,0.0,0.0,22.63,53.88,42.0,100.0,1
2014-08,2014,8,Central,Office Supplies,Consumer,2116.5,4,20.0,1820.9,86.03,2528.64,412.15,3.33,707.74,2528.64,27.99,100.0,4
2014-08,2014,8,Central,Office Supplies,Corporate,985.11,3,8.0,543.25,55.15,1002.12,17.0,10.0,458.86,1002.12,45.79,100.0,3
2014-08,2014,8,Central,Office Supplies,Home Office,193.66,2,8.0,155.15,80.11,211.56,17.89,10.0,56.4,211.56,26.66,100.0,2
2014-08,2014,8,Central,Technology,Consumer,355.41,3,14.0,230.27,64.79,355.41,0.0,0.0,125.14,355.41,35.21,100.0,3
2014-08,2014,8,Central,Technology,Home Office,849.97,1,3.0,490.99,57.77,849.97,0.0,0.0,358.99,849.97,42.24,100.0,1
2014-08,2014,8,East,Furniture,Consumer,1186.99,4,19.0,1225.47,103.24,1376.7,189.71,17.5,151.23,1376.7,10.99,25.0,1
2014-08,2014,8,East,Furniture,Corporate,1251.62,3,10.0,929.35,74.25,1251.62,0.0,0.0,322.27,1251.62,25.75,100.0,3
2014-08,2014,8,East,Office Supplies,Consumer,682.27,7,64.0,608.36,89.17,790.56,108.29,13.12,182.22,790.56,23.05,100.0,7
2014-08,2014,8,East,Office Supplies,Corporate,455.31,4,17.0,410.8,90.22,457.84,2.53,4.0,47.04,457.84,10.27,100.0,4
2014-08,2014,8,East,Office Supplies,Home Office,1126.7,4,31.0,906.9,80.49,1187.25,60.55,13.33,280.35,1187.25,23.61,100.0,4
2014-08,2014,8,East,Technology,Consumer,1155.75,3,23.0,1213.59,105.0,1376.53,220.78,13.33,162.94,1376.53,11.84,66.67,2
2014-08,2014,8,East,Technology,Corporate,675.05,2,10.0,476.43,70.58,675.05,0.0,0.0,198.62,675.05,29.42,100.0,2
2014-08,2014,8,East,Technology,Home Office,1196.6,3,15.0,1415.26,118.27,1490.46,293.85,15.0,75.2,1490.46,5.05,100.0,3
2014-08,2014,8,South,Furniture,Consumer,88.82,2,6.0,56.79,63.94,89.66,0.84,10.0,32.88,89.66,36.67,100.0,2
2014-08,2014,8,South,Furniture,Corporate,35.3,1,4.0,31.99,90.62,44.13,8.83,20.0,12.14,44.13,27.5,100.0,1
2014-08,2014,8,South,Office Supplies,Consumer,2208.83,5,62.0,1625.3,73.58,2322.93,114.09,16.43,697.64,2322.93,30.03,80.0,4
2014-08,2014,8,South,Office Supplies,Corporate,480.5,4,32.0,300.95,62.63,515.36,34.86,10.0,214.41,515.36,41.6,100.0,4
2014-08,2014,8,South,Office Supplies,Home Office,8.64,1,3.0,6.13,70.95,8.64,0.0,0.0,2.51,8.64,29.0,100.0,1
2014-08,2014,8,South,Technology,Consumer,1079.95,3,22.0,1253.77,116.1,1349.94,269.99,20.0,96.17,1349.94,7.12,100.0,3
2014-08,2014,8,South,Technology,Corporate,482.67,2,6.0,373.66,77.42,518.34,35.68,10.0,144.68,518.34,27.91,100.0,2
2014-08,2014,8,South,Technology,Home Office,149.97,1,3.0,97.48,65.0,149.97,0.0,0.0,52.49,149.97,35.0,100.0,1
2014-08,2014,8,West,Furniture,Consumer,1453.56,7,31.0,2471.04,170.0,2081.61,628.06,25.0,-389.44,2081.61,-18.71,42.86,3
2014-08,2014,8,West,Furniture,Corporate,1133.35,1,5.0,838.68,74.0,1133.35,0.0,0.0,294.67,1133.35,26.0,100.0,1
2014-08,2014,8,West,Office Supplies,Consumer,1140.11,15,70.0,1730.76,151.81,1567.58,427.49,19.55,-163.15,1567.58,-10.41,80.0,12
2014-08,2014,8,West,Office Supplies,Corporate,640.33,7,50.0,432.81,67.59,673.07,32.74,20.83,240.26,673.07,35.7,85.71,6
2014-08,2014,8,West,Office Supplies,Home Office,95.3,2,11.0,70.58,74.06,113.9,18.6,10.0,43.33,113.9,38.04,100.0,2
2014-08,2014,8,West,Technology,Consumer,1503.89,3,12.0,1367.39,90.92,1875.78,371.88,15.0,508.38,1875.78,27.1,100.0,3
2014-08,2014,8,West,Technology,Corporate,391.41,2,10.0,249.97,63.86,391.41,0.0,0.0,141.44,391.41,36.14,100.0,2
2014-08,2014,8,West,Technology,Home Office,176.8,1,8.0,153.82,87.0,176.8,0.0,0.0,22.98,176.8,13.0,100.0,1
2014-09,2014,9,Central,Furniture,Consumer,2887.46,6,30.0,4239.1,146.81,4019.23,1131.77,20.0,-219.86,4019.23,-5.47,66.67,4
2014-09,2014,9,Central,Furniture,Corporate,50.84,2,3.0,50.31,98.96,63.55,12.71,20.0,13.24,63.55,20.83,100.0,2
2014-09,2014,9,Central,Furniture,Home Office,595.28,2,9.0,450.76,75.72,600.4,5.13,20.0,149.65,600.4,24.92,50.0,1
2014-09,2014,9,Central,Office Supplies,Consumer,1000.17,16,95.0,1431.09,143.08,1231.69,231.53,16.8,-199.37,1231.69,-16.19,93.75,15
2014-09,2014,9,Central,Office Supplies,Corporate,813.19,5,29.0,1134.56,139.52,1059.55,246.36,35.71,-75.01,1059.55,-7.08,80.0,4
2014-09,2014,9,Central,Office Supplies,Home Office,512.73,6,38.0,368.57,71.88,529.08,16.35,7.27,160.52,529.08,30.34,100.0,6
2014-09,2014,9,Central,Technology,Consumer,5386.19,4,22.0,10149.09,188.43,8794.11,3407.92,23.33,-1354.97,8794.11,-15.41,75.0,3
2014-09,2014,9,Central,Technology,Corporate,3487.25,2,17.0,7328.89,210.16,6011.86,2524.61,47.5,-1317.03,6011.86,-21.91,50.0,1
2014-09,2014,9,Central,Technology,Home Office,2.52,1,2.0,2.68,106.35,3.15,0.63,20.0,0.47,3.15,15.0,100.0,1
2014-09,2014,9,East,Furniture,Consumer,1952.29,5,20.0,2160.19,110.65,2323.82,371.52,10.0,163.64,2323.82,7.04,80.0,4
2014-09,2014,9,East,Furniture,Corporate,2057.65,5,22.0,1758.81,85.48,2211.76,154.11,5.0,452.95,2211.76,20.48,100.0,5
2014-09,2014,9,East,Furniture,Home Office,89.1,2,8.0,75.36,84.58,101.23,12.13,10.0,25.87,101.23,25.56,100.0,2
2014-09,2014,9,East,Office Supplies,Consumer,1111.41,11,56.0,1041.89,93.74,1189.85,78.45,12.35,147.97,1189.85,12.44,81.82,9
2014-09,2014,9,East,Office Supplies,Corporate,2003.97,9,50.0,1592.09,79.45,2077.65,73.67,6.25,485.56,2077.65,23.37,100.0,9
2014-09,2014,9,East,Office Supplies,Home Office,806.67,7,42.0,660.69,81.9,832.9,26.24,23.33,172.22,832.9,20.68,71.43,5
2014-09,2014,9,East,Technology,Consumer,3769.03,7,42.0,2622.01,69.57,3916.83,147.81,6.0,1294.82,3916.83,33.06,100.0,7
2014-09,2014,9,East,Technology,Corporate,67.19,1,2.0,52.49,78.12,83.98,16.8,20.0,31.49,83.98,37.5,100.0,1
2014-09,2014,9,East,Technology,Home Office,127.39,2,6.0,86.38,67.81,127.39,0.0,0.0,41.0,127.39,32.19,100.0,2
2014-09,2014,9,South,Furniture,Consumer,1614.86,4,17.0,1572.86,97.4,1870.62,255.76,10.0,297.75,1870.62,15.92,100.0,4
2014-09,2014,9,South,Furniture,Corporate,322.83,2,4.0,698.2,216.27,550.36,227.54,43.33,-147.83,550.36,-26.86,0.0,0
2014-09,2014,9,South,Furniture,Home Office,2510.47,2,13.0,2112.05,84.13,2527.74,17.28,3.33,415.69,2527.74,16.45,100.0,2
2014-09,2014,9,South,Office Supplies,Consumer,1809.82,10,61.0,1614.22,89.19,1881.52,71.71,15.0,267.3,1881.52,14.21,80.0,8
2014-09,2014,9,South,Office Supplies,Corporate,2013.13,6,49.0,2863.42,142.24,2504.95,491.81,23.0,-358.46,2504.95,-14.31,66.67,4
2014-09,2014,9,South,Office Supplies,Home Office,84.32,3,9.0,62.23,73.8,88.01,3.69,6.67,25.78,88.01,29.29,100.0,3
2014-09,2014,9,South,Technology,Consumer,549.06,1,2.0,463.27,84.38,686.32,137.26,20.0,223.05,686.32,32.5,100.0,1
2014-09,2014,9,South,Technology,Corporate,348.0,2,4.0,693.91,199.4,574.93,226.93,30.0,-118.99,574.93,-20.7,50.0,1
2014-09,2014,9,West,Furniture,Consumer,6887.02,12,55.0,7223.1,104.88,7964.98,1077.97,11.43,741.9,7964.98,9.31,75.0,9
2014-09,2014,9,West,Furniture,Corporate,129.01,3,15.0,133.46,103.45,155.78,26.76,26.67,22.31,155.78,14.32,66.67,2
2014-09,2014,9,West,Furniture,Home Office,1051.44,4,12.0,1483.69,141.11,1427.0,375.55,28.0,-56.7,1427.0,-3.97,25.0,1
2014-09,2014,9,West,Office Supplies,Consumer,15393.47,20,152.0,9798.31,63.65,15832.99,439.52,10.53,6034.68,15832.99,38.11,100.0,20
2014-09,2014,9,West,Office Supplies,Corporate,86.41,5,21.0,75.92,87.86,96.52,10.12,28.57,20.61,96.52,21.35,80.0,4
2014-09,2014,9,West,Office Supplies,Home Office,79.35,4,22.0,80.84,101.88,98.58,19.21,34.29,17.74,98.58,17.99,100.0,4
2014-09,2014,9,West,Technology,Consumer,7846.44,11,57.0,9063.47,115.51,9978.68,2132.25,18.0,915.21,9978.68,9.17,81.82,9
2014-09,2014,9,West,Technology,Corporate,116.85,1,7.0,73.79,63.15,116.85,0.0,0.0,43.06,116.85,36.85,100.0,1
2014-09,2014,9,West,Technology,Home Office,194.77,1,7.0,231.63,118.92,243.46,48.69,20.0,11.84,243.46,4.86,100.0,1
2014-10,2014,10,Central,Furniture,Consumer,916.26,5,17.0,1227.13,133.93,1126.76,210.5,26.0,-100.38,1126.76,-8.91,20.0,1
2014-10,2014,10,Central,Furniture,Corporate,1196.66,2,10.0,939.03,78.47,1196.66,0.0,0.0,257.63,1196.66,21.53,100.0,2
2014-10,2014,10,Central,Office Supplies,Consumer,1157.06,11,64.0,1153.62,99.7,1367.21,210.15,30.0,213.61,1367.21,15.62,72.73,8
2014-10,2014,10,Central,Office Supplies,Corporate,864.25,7,35.0,718.92,83.18,899.58,35.33,20.0,180.67,899.58,20.08,85.71,6
2014-10,2014,10,Central,Office Supplies,Home Office,4.71,1,1.0,4.71,100.0,4.71,0.0,0.0,0.0,4.71,0.0,0.0,0
2014-10,2014,10,Central,Technology,Consumer,4913.13,7,30.0,5059.27,102.97,6160.16,1247.04,24.29,1100.88,6160.16,17.87,71.43,5
2014-10,2014,10,Central,Technology,Corporate,1438.7,2,15.0,1520.93,105.72,1733.88,295.18,13.33,212.95,1733.88,12.28,100.0,2
2014-10,2014,10,Central,Technology,Home Office,257.24,1,6.0,301.46,117.19,321.55,64.31,20.0,20.1,321.55,6.25,100.0,1
2014-10,2014,10,East,Furniture,Consumer,258.06,2,4.0,543.82,210.73,424.97,166.91,30.0,-118.84,424.97,-27.96,50.0,1
2014-10,2014,10,East,Furniture,Corporate,1610.03,5,23.0,1972.64,122.52,1887.17,277.14,15.83,-85.45,1887.17,-4.53,60.0,3
2014-10,2014,10,East,Furniture,Home Office,216.55,3,16.0,233.15,107.67,270.68,54.14,20.0,37.54,270.68,13.87,100.0,3
2014-10,2014,10,East,Office Supplies,Consumer,99.59,2,9.0,136.12,136.68,132.57,32.98,50.0,-3.55,132.57,-2.68,50.0,1
2014-10,2014,10,East,Office Supplies,Corporate,1337.87,8,52.0,1382.52,103.34,1446.24,108.37,13.85,63.73,1446.24,4.41,87.5,7
2014-10,2014,10,East,Office Supplies,Home Office,366.78,1,12.0,335.88,91.58,366.78,0.0,0.0,30.91,366.78,8.43,100.0,1
2014-10,2014,10,East,Technology,Consumer,95.98,1,3.0,137.97,143.75,119.98,24.0,20.0,-18.0,119.98,-15.0,0.0,0
2014-10,2014,10,East,Technology,Corporate,1394.95,1,5.0,1032.26,74.0,1394.95,0.0,0.0,362.69,1394.95,26.0,100.0,1
2014-10,2014,10,East,Technology,Home Office,22.96,1,2.0,18.6,81.01,22.96,0.0,0.0,4.36,22.96,19.0,100.0,1
2014-10,2014,10,South,Furniture,Consumer,1909.43,2,13.0,1597.01,83.64,2028.33,118.89,18.0,431.32,2028.33,21.26,50.0,1
2014-10,2014,10,South,Furniture,Corporate,979.0,3,15.0,2316.69,236.64,1576.94,597.94,20.0,-739.75,1576.94,-46.91,33.33,1
2014-10,2014,10,South,Office Supplies,Consumer,247.0,6,28.0,231.38,93.68,289.06,42.07,14.44,57.69,289.06,19.96,83.33,5
2014-10,2014,10,South,Office Supplies,Corporate,643.7,3,46.0,565.68,87.88,659.19,15.49,10.0,93.5,659.19,14.18,100.0,3
2014-10,2014,10,South,Office Supplies,Home Office,62.49,2,7.0,69.42,111.09,78.13,15.63,20.0,8.71,78.13,11.15,100.0,2
2014-10,2014,10,South,Technology,Consumer,146.61,2,6.0,186.32,127.09,183.26,36.65,20.0,-3.05,183.26,-1.67,50.0,1
2014-10,2014,10,South,Technology,Corporate,696.66,2,15.0,632.46,90.78,807.85,111.19,15.0,175.39,807.85,21.71,100.0,2
2014-10,2014,10,West,Furniture,Consumer,3274.22,3,16.0,2853.71,87.16,3360.94,86.71,6.67,507.23,3360.94,15.09,66.67,2
2014-10,2014,10,West,Furniture,Corporate,245.98,1,2.0,218.92,89.0,245.98,0.0,0.0,27.06,245.98,11.0,100.0,1
2014-10,2014,10,West,Furniture,Home Office,161.35,2,14.0,153.02,94.84,185.82,24.47,10.0,32.81,185.82,17.65,100.0,2
2014-10,2014,10,West,Office Supplies,Consumer,691.89,9,45.0,472.22,68.25,718.13,26.25,4.62,245.9,718.13,34.24,100.0,9
2014-10,2014,10,West,Office Supplies,Corporate,665.08,4,20.0,484.37,72.83,669.7,4.61,5.71,185.33,669.7,27.67,100.0,4
2014-10,2014,10,West,Office Supplies,Home Office,461.72,3,13.0,538.69,116.67,579.83,118.12,25.71,41.15,579.83,7.1,100.0,3
2014-10,2014,10,West,Technology,Consumer,330.63,5,13.0,260.76,78.87,335.32,4.69,4.0,74.56,335.32,22.23,100.0,5
2014-10,2014,10,West,Technology,Corporate,96.04,2,5.0,106.91,111.32,119.56,23.52,10.0,12.65,119.56,10.58,100.0,2
2014-10,2014,10,West,Technology,Home Office,659.84,3,11.0,599.64,90.88,738.55,78.71,13.33,138.92,738.55,18.81,100.0,3
2014-11,2014,11,Central,Furniture,Consumer,4408.79,5,23.0,5267.1,119.47,5382.56,973.78,24.0,115.46,5382.56,2.15,60.0,3
2014-11,2014,11,Central,Furniture,Corporate,687.82,2,6.0,926.76,134.74,917.03,229.21,22.5,-9.72,917.03,-1.06,50.0,1
2014-11,2014,11,Central,Furniture,Home Office,111.15,1,5.0,62.24,56.0,111.15,0.0,0.0,48.91,111.15,44.0,100.0,1
2014-11,2014,11,Central,Office Supplies,Consumer,4217.94,11,91.0,3601.57,85.39,4865.83,647.88,12.5,1264.26,4865.83,25.98,90.91,10
2014-11,2014,11,Central,Office Supplies,Corporate,696.79,11,64.0,606.72,87.07,745.1,48.33,12.22,138.37,745.1,18.57,100.0,11
2014-11,2014,11,Central,Office Supplies,Home Office,202.2,3,15.0,111.79,55.29,203.38,1.18,4.0,91.6,203.38,45.04,100.0,3
2014-11,2014,11,Central,Technology,Consumer,2837.23,6,28.0,3248.76,114.5,3583.59,746.36,16.67,334.83,3583.59,9.34,83.33,5
2014-11,2014,11,Central,Technology,Corporate,1691.39,4,23.0,2477.85,146.5,2376.74,685.34,25.0,-101.12,2376.74,-4.25,50.0,2
2014-11,2014,11,Central,Technology,Home Office,1100.68,2,19.0,1078.28,97.96,1375.85,275.17,20.0,297.57,1375.85,21.63,100.0,2
2014-11,2014,11,East,Furniture,Consumer,1450.69,4,15.0,2106.17,145.18,1967.76,517.07,20.0,-138.41,1967.76,-7.03,25.0,1
2014-11,2014,11,East,Furniture,Corporate,2318.68,5,24.0,2587.02,111.57,2691.78,373.1,21.43,104.76,2691.78,3.89,60.0,3
2014-11,2014,11,East,Furniture,Home Office,971.86,4,16.0,937.44,96.46,1047.15,75.29,6.25,109.72,1047.15,10.48,75.0,3
2014-11,2014,11,East,Office Supplies,Consumer,1002.94,21,90.0,944.87,94.21,1143.59,140.67,14.4,198.74,1143.59,17.38,95.24,20
2014-11,2014,11,East,Office Supplies,Corporate,1690.62,9,55.0,1111.74,65.76,1727.43,36.81,13.12,615.67,1727.43,35.64,77.78,7
2014-11,2014,11,East,Office Supplies,Home Office,567.37,4,30.0,346.68,61.1,567.37,0.0,0.0,220.69,567.37,38.9,100.0,4
2014-11,2014,11,East,Technology,Consumer,8149.38,8,47.0,6980.08,85.65,8789.54,640.16,11.11,1809.46,8789.54,20.59,87.5,7
2014-11,2014,11,East,Technology,Corporate,208.33,4,15.0,195.54,93.86,224.93,16.6,12.0,29.38,224.93,13.06,75.0,3
2014-11,2014,11,East,Technology,Home Office,4949.67,3,17.0,2716.85,54.89,4949.67,0.0,0.0,2232.82,4949.67,45.11,100.0,3
2014-11,2014,11,South,Furniture,Consumer,1994.15,8,41.0,3400.13,170.51,2845.62,851.46,29.09,-554.5,2845.62,-19.49,37.5,3
2014-11,2014,11,South,Furniture,Corporate,476.44,3,10.0,419.62,88.07,490.18,13.74,6.67,70.56,490.18,14.39,100.0,3
2014-11,2014,11,South,Furniture,Home Office,62.34,1,2.0,54.64,87.65,69.26,6.93,10.0,14.62,69.26,21.11,100.0,1
2014-11,2014,11,South,Office Supplies,Consumer,2961.78,10,70.0,5837.03,197.08,4293.34,1331.59,36.47,-1543.7,4293.34,-35.96,40.0,4
2014-11,2014,11,South,Office Supplies,Corporate,1491.36,9,64.0,991.54,66.49,1516.55,25.2,11.76,525.0,1516.55,34.62,88.89,8
2014-11,2014,11,South,Office Supplies,Home Office,26.66,4,13.0,39.49,148.12,34.64,7.98,20.0,-4.85,34.64,-14.01,75.0,3
2014-11,2014,11,South,Technology,Consumer,561.59,4,17.0,600.05,106.85,701.99,140.4,20.0,101.94,701.99,14.52,100.0,4
2014-11,2014,11,South,Technology,Corporate,870.93,2,7.0,644.12,73.96,870.93,0.0,0.0,226.81,870.93,26.04,100.0,2
2014-11,2014,11,South,Technology,Home Office,777.9,2,12.0,569.13,73.16,777.9,0.0,0.0,208.76,777.9,26.84,100.0,2
2014-11,2014,11,West,Furniture,Consumer,2976.06,13,56.0,3792.75,127.44,3790.31,814.25,17.81,-2.44,3790.31,-0.06,76.92,10
2014-11,2014,11,West,Furniture,Corporate,1585.44,5,18.0,1959.97,123.62,1919.58,334.14,22.0,-40.38,1919.58,-2.1,60.0,3
2014-11,2014,11,West,Furniture,Home Office,277.28,2,12.0,348.94,125.84,332.47,55.19,10.0,-16.47,332.47,-4.95,50.0,1
2014-11,2014,11,West,Office Supplies,Consumer,2651.16,19,126.0,2522.29,95.14,2929.18,278.0,12.14,406.89,2929.18,13.89,89.47,17
2014-11,2014,11,West,Office Supplies,Corporate,6775.09,11,94.0,5013.48,74.0,7242.63,467.55,11.67,2229.15,7242.63,30.78,90.91,10
2014-11,2014,11,West,Office Supplies,Home Office,1574.22,7,29.0,1323.26,84.06,1593.4,19.17,12.22,270.14,1593.4,16.95,85.71,6
2014-11,2014,11,West,Technology,Consumer,4765.2,13,52.0,6296.13,132.13,6278.67,1513.48,21.33,-17.47,6278.67,-0.28,53.85,7
2014-11,2014,11,West,Technology,Corporate,255.71,3,13.0,216.53,84.68,271.61,15.9,6.67,55.09,271.61,20.28,100.0,3
2014-12,2014,12,Central,Furniture,Consumer,1001.0,5,21.0,1512.09,151.06,1385.11,384.1,31.67,-126.98,1385.11,-9.17,20.0,1
2014-12,2014,12,Central,Furniture,Corporate,1654.78,5,35.0,2037.86,123.15,2140.09,485.3,30.0,102.23,2140.09,4.78,40.0,2
2014-12,2014,12,Central,Furniture,Home Office,721.3,3,12.0,902.2,125.08,949.79,228.48,12.5,47.59,949.79,5.01,66.67,2
2014-12,2014,12,Central,Office Supplies,Consumer,383.71,9,32.0,427.95,111.53,473.37,89.67,25.45,45.42,473.37,9.59,66.67,6
2014-12,2014,12,Central,Office Supplies,Corporate,956.98,14,68.0,851.76,89.0,1112.03,155.04,9.41,260.25,1112.03,23.4,92.86,13
2014-12,2014,12,Central,Office Supplies,Home Office,274.83,2,9.0,232.16,84.47,287.6,12.77,35.0,55.44,287.6,19.28,50.0,1
2014-12,2014,12,Central,Technology,Consumer,705.07,6,18.0,654.34,92.8,851.4,146.32,16.67,197.06,851.4,23.14,66.67,4
2014-12,2014,12,Central,Technology,Corporate,1016.45,4,24.0,1074.74,105.73,1257.19,240.74,12.0,182.45,1257.19,14.51,100.0,4
2014-12,2014,12,Central,Technology,Home Office,1010.7,2,12.0,998.73,98.82,1136.14,125.43,6.67,137.41,1136.14,12.09,100.0,2
2014-12,2014,12,East,Furniture,Consumer,4163.5,12,49.0,4338.46,104.2,4668.03,504.53,21.43,329.56,4668.03,7.06,66.67,8
2014-12,2014,12,East,Furniture,Corporate,700.11,4,15.0,1366.16,195.14,1066.07,365.96,37.5,-300.09,1066.07,-28.15,25.0,1
2014-12,2014,12,East,Furniture,Home Office,3.49,1,3.0,13.54,387.97,8.74,5.24,60.0,-4.8,8.74,-55.0,0.0,0
2014-12,2014,12,East,Office Supplies,Consumer,2339.12,24,148.0,3805.27,162.68,3327.74,988.64,24.75,-477.55,3327.74,-14.35,79.17,19
2014-12,2014,12,East,Office Supplies,Corporate,1583.07,8,37.0,2166.21,136.84,2015.35,432.29,36.0,-150.85,2015.35,-7.49,75.0,6
2014-12,2014,12,East,Technology,Consumer,1710.95,11,48.0,1585.02,92.64,1920.76,209.79,15.0,335.74,1920.76,17.48,72.73,8
2014-12,2014,12,East,Technology,Corporate,791.41,4,18.0,925.4,116.93,1011.06,219.65,16.67,85.67,1011.06,8.47,75.0,3
2014-12,2014,12,South,Furniture,Consumer,1335.87,4,17.0,1807.4,135.3,1795.55,459.67,30.0,-11.84,1795.55,-0.66,50.0,2
2014-12,2014,12,South,Furniture,Corporate,1744.71,5,30.0,1906.4,109.27,2103.16,358.46,7.14,196.74,2103.16,9.35,100.0,5
2014-12,2014,12,South,Furniture,Home Office,4337.91,3,31.0,3428.64,79.04,4414.63,76.72,2.0,986.0,4414.63,22.33,100.0,3
2014-12,2014,12,South,Office Supplies,Consumer,1860.64,11,71.0,1688.87,90.77,2028.11,167.48,16.11,339.23,2028.11,16.73,81.82,9
2014-12,2014,12,South,Office Supplies,Corporate,3249.63,6,48.0,2391.47,73.59,3297.45,47.81,16.67,905.98,3297.45,27.48,83.33,5
2014-12,2014,12,South,Office Supplies,Home Office,395.37,2,12.0,267.11,67.56,395.37,0.0,0.0,128.26,395.37,32.44,100.0,2
2014-12,2014,12,South,Technology,Consumer,594.23,2,7.0,816.37,137.38,907.79,313.56,30.0,91.41,907.79,10.07,50.0,1
2014-12,2014,12,South,Technology,Corporate,897.94,2,12.0,923.59,102.86,1176.61,278.66,30.0,253.01,1176.61,21.5,50.0,1
2014-12,2014,12,South,Technology,Home Office,2068.56,2,11.0,1361.62,65.82,2163.74,95.19,10.0,802.12,2163.74,37.07,100.0,2
2014-12,2014,12,West,Furniture,Consumer,7818.34,10,71.0,8780.4,112.31,9335.43,1517.1,18.21,555.03,9335.43,5.95,80.0,8
2014-12,2014,12,West,Furniture,Corporate,2166.53,4,27.0,2522.52,116.43,2755.39,588.85,26.67,232.87,2755.39,8.45,75.0,3
2014-12,2014,12,West,Furniture,Home Office,23.99,1,1.0,18.47,76.99,23.99,0.0,0.0,5.52,23.99,23.0,100.0,1
2014-12,2014,12,West,Office Supplies,Consumer,1953.21,13,66.0,1263.79,64.7,2036.85,83.65,10.59,773.07,2036.85,37.95,100.0,13
2014-12,2014,12,West,Office Supplies,Corporate,1342.35,10,45.0,2046.79,152.48,1853.41,511.06,26.92,-193.39,1853.41,-10.43,80.0,8
2014-12,2014,12,West,Office Supplies,Home Office,1112.44,6,37.0,800.66,71.97,1179.2,66.75,4.0,378.55,1179.2,32.1,100.0,6
2014-12,2014,12,West,Technology,Consumer,8106.29,4,17.0,6164.29,76.04,8627.86,521.58,15.0,2463.57,8627.86,28.55,100.0,4
2014-12,2014,12,West,Technology,Corporate,728.21,3,14.0,508.57,69.84,785.77,57.55,13.33,277.2,785.77,35.28,100.0,3
2014-12,2014,12,West,Technology,Home Office,856.47,1,13.0,973.17,113.63,1054.88,198.41,13.33,81.71,1054.88,7.75,100.0,1
2015-01,2015,1,Central,Furniture,Consumer,5086.29,4,26.0,9324.14,183.32,7456.65,2370.36,24.0,-1867.49,7456.65,-25.04,25.0,1
2015-01,2015,1,Central,Furniture,Home Office,101.9,1,7.0,566.81,556.24,254.74,152.85,60.0,-312.06,254.74,-122.5,0.0,0
2015-01,2015,1,Central,Office Supplies,Consumer,45.92,1,4.0,23.55,51.28,45.92,0.0,0.0,22.37,45.92,48.72,100.0,1
2015-01,2015,1,Central,Office Supplies,Corporate,199.3,3,12.0,114.22,57.31,203.46,4.15,13.33,89.24,203.46,43.86,100.0,3
2015-01,2015,1,Central,Office Supplies,Home Office,43.66,1,5.0,22.85,52.34,43.66,0.0,0.0,20.81,43.66,47.67,100.0,1
2015-01,2015,1,Central,Technology,Corporate,229.52,1,11.0,438.77,191.17,379.07,149.55,35.0,-59.7,379.07,-15.75,100.0,1
2015-01,2015,1,East,Furniture,Consumer,1047.02,2,11.0,2026.52,193.55,1534.38,487.36,31.0,-492.14,1534.38,-32.07,0.0,0
2015-01,2015,1,East,Furniture,Corporate,418.44,2,19.0,819.79,195.92,644.67,226.22,25.0,-175.12,644.67,-27.16,50.0,1
2015-01,2015,1,East,Furniture,Home Office,49.27,1,1.0,68.51,139.05,61.58,12.32,20.0,-6.93,61.58,-11.25,0.0,0
2015-01,2015,1,East,Office Supplies,Consumer,76.81,2,11.0,85.21,110.94,96.02,19.2,20.0,10.8,96.02,11.25,100.0,2
2015-01,2015,1,East,Office Supplies,Corporate,130.73,3,16.0,100.3,76.72,145.39,14.65,21.67,45.07,145.39,31.0,100.0,3
2015-01,2015,1,East,Office Supplies,Home Office,10.5,1,5.0,10.99,104.67,13.12,2.62,20.0,2.13,13.12,16.25,100.0,1
2015-01,2015,1,East,Technology,Consumer,671.13,2,10.0,1038.13,154.68,985.75,314.62,33.33,-52.39,985.75,-5.31,50.0,1
2015-01,2015,1,East,Technology,Corporate,465.86,1,14.0,2301.18,493.96,1340.57,874.71,43.33,-960.62,1340.57,-71.66,100.0,1
2015-01,2015,1,South,Office Supplies,Consumer,364.07,1,13.0,232.99,64.0,364.07,0.0,0.0,131.08,364.07,36.0,100.0,1
2015-01,2015,1,South,Office Supplies,Corporate,652.82,3,19.0,461.88,70.75,652.82,0.0,0.0,190.93,652.82,29.25,100.0,3
2015-01,2015,1,South,Office Supplies,Home Office,132.29,1,12.0,102.38,77.39,143.52,11.23,10.0,41.14,143.52,28.66,100.0,1
2015-01,2015,1,West,Furniture,Consumer,1380.67,3,24.0,1948.38,141.12,1787.91,407.24,10.0,-160.46,1787.91,-8.97,66.67,2
2015-01,2015,1,West,Office Supplies,Consumer,67.45,2,9.0,54.81,81.26,84.31,16.86,20.0,29.51,84.31,35.0,100.0,2
2015-01,2015,1,West,Office Supplies,Corporate,16.5,2,4.0,9.69,58.73,16.5,0.0,0.0,6.82,16.5,41.31,100.0,2
2015-01,2015,1,West,Technology,Consumer,1535.98,1,3.0,1703.98,110.94,1919.98,384.0,20.0,216.0,1919.98,11.25,100.0,1
