month,year,month_num,region,category,segment,total_orders,total_units,revenue,revenue_prev_month,revenue_mom_change,revenue_mom_pct,revenue_yoy_pct,pcogs,pcogs_mom_change,pcogs_mom_pct,pcogs_yoy_pct,ops,ops_mom_change,ops_mom_pct,ops_yoy_pct,profit_margin_pct,margin_mom_change,margin_yoy_change,conversion_rate,conversion_mom_change,conversion_yoy_change
2014-12,2014,12,Central,Furniture,Corporate,5.0,35.0,1654.78,687.82,966.96,140.58,,2037.86,1111.1,119.89,,2140.09,1223.06,133.37,,4.78,5.84,,40.0,-10.0,
2014-12,2014,12,Central,Furniture,Home Office,3.0,12.0,721.3,111.15,610.15,548.94,,902.2,839.96,1349.55,,949.79,838.64,754.51,,5.01,-38.99,,66.67,-33.33,
2014-12,2014,12,Central,Office Supplies,Consumer,9.0,32.0,383.71,4217.94,-3834.23,-90.9,,427.95,-3173.62,-88.12,,473.37,-4392.46,-90.27,,9.6,-16.38,,66.67,-24.24,
2014-12,2014,12,Central,Office Supplies,Corporate,14.0,68.0,956.98,696.79,260.19,37.34,,851.76,245.04,40.39,,1112.03,366.93,49.25,,23.4,4.83,,92.86,-7.14,
2014-12,2014,12,Central,Office Supplies,Home Office,2.0,9.0,274.83,202.2,72.63,35.92,,232.16,120.37,107.68,,287.6,84.22,41.41,,19.28,-25.76,,50.0,-50.0,
2014-12,2014,12,Central,Technology,Consumer,6.0,18.0,705.07,2837.23,-2132.16,-75.15,,654.34,-2594.42,-79.86,,851.4,-2732.19,-76.24,,23.15,13.81,,66.67,-16.66,
2014-12,2014,12,Central,Technology,Corporate,4.0,24.0,1016.45,1691.39,-674.94,-39.9,,1074.74,-1403.11,-56.63,,1257.19,-1119.55,-47.1,,14.51,18.76,,100.0,50.0,
2014-12,2014,12,Central,Technology,Home Office,2.0,12.0,1010.7,1100.68,-89.98,-8.17,,998.73,-79.55,-7.38,,1136.14,-239.71,-17.42,,12.09,-9.54,,100.0,0.0,
2014-12,2014,12,East,Furniture,Consumer,12.0,49.0,4163.5,1450.69,2712.81,187.0,,4338.46,2232.29,105.99,,4668.03,2700.27,137.23,,7.06,14.09,,66.67,41.67,
2014-12,2014,12,East,Furniture,Corporate,4.0,15.0,700.11,2318.68,-1618.57,-69.81,,1366.16,-1220.86,-47.19,,1066.07,-1625.71,-60.4,,-28.15,-32.04,,25.0,-35.0,
2014-12,2014,12,East,Furniture,Home Office,1.0,3.0,3.49,971.86,-968.37,-99.64,,13.54,-923.9,-98.56,,8.74,-1038.41,-99.17,,-54.92,-65.4,,0.0,-75.0,
2014-12,2014,12,East,Office Supplies,Consumer,24.0,148.0,2339.12,1002.94,1336.18,133.23,,3805.27,2860.4,302.73,,3327.74,2184.15,190.99,,-14.35,-31.73,,79.17,-16.07,
2014-12,2014,12,East,Office Supplies,Corporate,8.0,37.0,1583.07,1690.62,-107.55,-6.36,,2166.21,1054.47,94.85,,2015.35,287.92,16.67,,-7.49,-43.13,,75.0,-2.78,
2014-12,2014,12,East,Technology,Consumer,11.0,48.0,1710.95,8149.38,-6438.43,-79.01,,1585.02,-5395.06,-77.29,,1920.76,-6868.78,-78.15,,17.48,-3.11,,72.73,-14.77,
2014-12,2014,12,East,Technology,Corporate,4.0,18.0,791.41,208.33,583.08,279.88,,925.4,729.86,373.25,,1011.06,786.13,349.5,,8.47,-4.59,,75.0,0.0,
2014-12,2014,12,South,Furniture,Consumer,4.0,17.0,1335.87,1994.15,-658.28,-33.01,,1807.4,-1592.73,-46.84,,1795.55,-1050.07,-36.9,,-0.66,18.83,,50.0,12.5,
2014-12,2014,12,South,Furniture,Corporate,5.0,30.0,1744.71,476.44,1268.27,266.2,,1906.4,1486.78,354.32,,2103.16,1612.98,329.06,,9.35,-5.04,,100.0,0.0,
2014-12,2014,12,South,Furniture,Home Office,3.0,31.0,4337.91,62.34,4275.57,6858.47,,3428.64,3374.0,6174.96,,4414.63,4345.37,6274.0,,22.33,1.22,,100.0,0.0,
2014-12,2014,12,South,Office Supplies,Consumer,11.0,71.0,1860.64,2961.78,-1101.14,-37.18,,1688.87,-4148.16,-71.07,,2028.11,-2265.23,-52.76,,16.73,52.69,,81.82,41.82,
2014-12,2014,12,South,Office Supplies,Corporate,6.0,48.0,3249.63,1491.36,1758.27,117.9,,2391.47,1399.93,141.19,,3297.45,1780.9,117.43,,27.48,-7.14,,83.33,-5.56,
2014-12,2014,12,South,Office Supplies,Home Office,2.0,12.0,395.37,26.66,368.71,1383.01,,267.11,227.62,576.4,,395.37,360.73,1041.37,,32.44,46.44,,100.0,25.0,
2014-12,2014,12,South,Technology,Consumer,2.0,7.0,594.23,561.59,32.64,5.81,,816.37,216.32,36.05,,907.79,205.8,29.32,,10.07,-4.45,,50.0,-50.0,
2014-12,2014,12,South,Technology,Corporate,2.0,12.0,897.94,870.93,27.01,3.1,,923.59,279.47,43.39,,1176.61,305.68,35.1,,21.5,-4.54,,50.0,-50.0,
2014-12,2014,12,South,Technology,Home Office,2.0,11.0,2068.56,777.9,1290.66,165.92,,1361.62,792.49,139.25,,2163.74,1385.84,178.15,,37.07,10.23,,100.0,0.0,
2014-12,2014,12,West,Furniture,Consumer,10.0,71.0,7818.34,2976.06,4842.28,162.71,,8780.4,4987.65,131.5,,9335.43,5545.12,146.3,,5.95,6.01,,80.0,3.08,
2014-12,2014,12,West,Furniture,Corporate,4.0,27.0,2166.53,1585.44,581.09,36.65,,2522.52,562.55,28.7,,2755.39,835.81,43.54,,8.45,10.55,,75.0,15.0,
2014-12,2014,12,West,Furniture,Home Office,1.0,1.0,23.99,277.28,-253.29,-91.35,,18.47,-330.47,-94.71,,23.99,-308.48,-92.78,,23.01,27.96,,100.0,50.0,
2014-12,2014,12,West,Office Supplies,Consumer,13.0,66.0,1953.21,2651.16,-697.95,-26.33,,1263.79,-1258.5,-49.9,,2036.85,-892.33,-30.46,,37.95,24.06,,100.0,10.53,
2014-12,2014,12,West,Office Supplies,Corporate,10.0,45.0,1342.35,6775.09,-5432.74,-80.19,,2046.79,-2966.69,-59.17,,1853.41,-5389.22,-74.41,,-10.43,-41.21,,80.0,-10.91,
2014-12,2014,12,West,Office Supplies,Home Office,6.0,37.0,1112.44,1574.22,-461.78,-29.33,,800.66,-522.6,-39.49,,1179.2,-414.2,-25.99,,32.1,15.15,,100.0,14.29,
2014-12,2014,12,West,Technology,Consumer,4.0,17.0,8106.29,4765.2,3341.09,70.11,,6164.29,-131.84,-2.09,,8627.86,2349.19,37.42,,28.55,28.83,,100.0,46.15,
2014-12,2014,12,West,Technology,Corporate,3.0,14.0,728.21,255.71,472.5,184.78,,508.57,292.04,134.87,,785.77,514.16,189.3,,35.28,15.0,,100.0,0.0,
2014-12,2014,12,West,Technology,Home Office,1.0,13.0,856.47,659.84,196.63,29.8,,973.17,373.53,62.29,,1054.88,316.33,42.83,,7.75,-11.06,,100.0,0.0,
2015-01,2015,1,Central,Furniture,Consumer,4.0,26.0,5086.29,1001.0,4085.29,408.12,,9324.14,7812.05,516.64,,7456.65,6071.54,438.34,,-25.04,-15.87,,25.0,5.0,
2015-01,2015,1,Central,Furniture,Home Office,1.0,7.0,101.9,721.3,-619.4,-85.87,,566.81,-335.39,-37.17,,254.74,-695.05,-73.18,,-122.5,-127.51,,0.0,-66.67,
2015-01,2015,1,Central,Office Supplies,Consumer,1.0,4.0,45.92,383.71,-337.79,-88.03,-78.65,23.55,-404.4,-94.5,-89.15,45.92,-427.45,-90.3,-83.35,48.72,39.12,27.43,100.0,33.33,0.0
2015-01,2015,1,Central,Office Supplies,Corporate,3.0,12.0,199.3,956.98,-757.68,-79.17,176.61,114.22,-737.54,-86.59,-35.5,203.46,-908.57,-81.7,54.07,43.86,20.46,77.96,100.0,7.14,50.0
2015-01,2015,1,Central,Office Supplies,Home Office,1.0,5.0,43.66,274.83,-231.17,-84.11,,22.85,-209.31,-90.16,,43.66,-243.94,-84.82,,47.66,28.38,,100.0,50.0,
2015-01,2015,1,Central,Technology,Corporate,1.0,11.0,229.52,1016.45,-786.93,-77.42,,438.77,-635.97,-59.17,,379.07,-878.12,-69.85,,-15.75,-30.26,,100.0,0.0,
2015-01,2015,1,East,Furniture,Consumer,2.0,11.0,1047.02,4163.5,-3116.48,-74.85,164.72,2026.52,-2311.94,-53.29,365.4,1534.38,-3133.65,-67.13,225.74,-32.07,-39.13,-39.63,0.0,-66.67,-100.0
2015-01,2015,1,East,Furniture,Corporate,2.0,19.0,418.44,700.11,-281.67,-40.23,,819.79,-546.37,-39.99,,644.67,-421.4,-39.53,,-27.16,0.99,,50.0,25.0,
2015-01,2015,1,East,Furniture,Home Office,1.0,1.0,49.27,3.49,45.78,1311.75,,68.51,54.97,405.98,,61.58,52.84,604.58,,-11.25,43.67,,0.0,0.0,
2015-01,2015,1,East,Office Supplies,Consumer,2.0,11.0,76.81,2339.12,-2262.31,-96.72,-95.36,85.21,-3720.06,-97.76,-93.97,96.02,-3231.72,-97.11,-94.28,11.25,25.6,-4.68,100.0,20.83,16.67
2015-01,2015,1,East,Office Supplies,Corporate,3.0,16.0,130.73,1583.07,-1452.34,-91.74,922.93,100.3,-2065.91,-95.37,1230.24,145.39,-1869.96,-92.79,1037.64,31.0,38.49,-10.0,100.0,25.0,0.0
2015-01,2015,1,East,Office Supplies,Home Office,1.0,5.0,10.5,567.37,-556.87,-98.15,,10.99,-335.69,-96.83,,13.12,-554.25,-97.69,,16.23,-22.67,,100.0,0.0,
2015-01,2015,1,East,Technology,Consumer,2.0,10.0,671.13,1710.95,-1039.82,-60.77,,1038.13,-546.89,-34.5,,985.75,-935.01,-48.68,,-5.31,-22.79,,50.0,-22.73,
2015-01,2015,1,East,Technology,Corporate,1.0,14.0,465.86,791.41,-325.55,-41.14,,2301.18,1375.78,148.67,,1340.57,329.51,32.59,,-71.66,-80.13,,100.0,25.0,
2015-01,2015,1,South,Office Supplies,Consumer,1.0,13.0,364.07,1860.64,-1496.57,-80.43,1780.53,232.99,-1455.88,-86.2,2213.7,364.07,-1664.04,-82.05,1780.53,36.0,19.27,-11.99,100.0,18.18,0.0
2015-01,2015,1,South,Office Supplies,Corporate,3.0,19.0,652.82,3249.63,-2596.81,-79.91,,461.88,-1929.59,-80.69,,652.82,-2644.63,-80.2,,29.25,1.77,,100.0,16.67,
2015-01,2015,1,South,Office Supplies,Home Office,1.0,12.0,132.29,395.37,-263.08,-66.54,,102.38,-164.73,-61.67,,143.52,-251.85,-63.7,,28.66,-3.78,,100.0,0.0,
2015-01,2015,1,West,Furniture,Consumer,3.0,24.0,1380.67,7818.34,-6437.67,-82.34,62.04,1948.38,-6832.02,-77.81,87.11,1787.91,-7547.52,-80.85,76.44,-8.97,-14.92,-6.21,66.67,-13.33,6.67
2015-01,2015,1,West,Office Supplies,Consumer,2.0,9.0,67.45,1953.21,-1885.76,-96.55,-88.09,54.81,-1208.98,-95.66,-87.01,84.31,-1952.54,-95.86,-86.18,35.0,-2.95,4.19,100.0,0.0,16.67
2015-01,2015,1,West,Office Supplies,Corporate,2.0,4.0,16.5,1342.35,-1325.85,-98.77,,9.69,-2037.1,-99.53,,16.5,-1836.91,-99.11,,41.33,51.76,,100.0,20.0,
2015-01,2015,1,West,Technology,Consumer,1.0,3.0,1535.98,8106.29,-6570.31,-81.05,,1703.98,-4460.31,-72.36,,1919.98,-6707.88,-77.75,,11.25,-17.3,,100.0,0.0,
2015-02,2015,2,Central,Furniture,Consumer,2.0,6.0,191.58,5086.29,-4894.71,-96.23,,217.41,-9106.73,-97.67,,239.46,-7217.19,-96.79,,9.21,34.25,,50.0,25.0,
2015-02,2015,2,Central,Office Supplies,Consumer,4.0,20.0,640.78,45.92,594.86,1295.43,1640.78,895.88,872.33,3704.16,1661.46,792.21,746.29,1625.2,1552.5,-13.09,-61.81,-7.0,75.0,-25.0,8.33
2015-02,2015,2,Central,Office Supplies,Corporate,3.0,17.0,85.67,199.3,-113.63,-57.01,401.29,99.21,-15.01,-13.14,601.13,109.84,-93.62,-46.01,414.23,9.69,-34.17,-24.06,100.0,0.0,0.0
2015-02,2015,2,Central,Technology,Consumer,4.0,23.0,1189.67,705.07,484.6,68.73,,1338.23,683.89,104.52,,1433.36,581.96,68.35,,6.64,-16.51,,100.0,33.33,
2015-02,2015,2,Central,Technology,Corporate,2.0,12.0,991.54,229.52,762.02,332.01,,701.83,263.06,59.95,,995.7,616.63,162.67,,29.51,45.26,,100.0,0.0,
2015-02,2015,2,East,Office Supplies,Consumer,1.0,9.0,74.52,76.81,-2.29,-2.98,-62.65,39.5,-45.71,-53.64,-78.34,74.52,-21.5,-22.39,-66.25,46.99,35.74,29.6,100.0,0.0,25.0
2015-02,2015,2,East,Office Supplies,Corporate,2.0,9.0,41.16,130.73,-89.57,-68.52,198.26,23.48,-76.82,-76.59,109.46,41.16,-104.23,-71.69,138.61,42.95,11.95,7.94,100.0,0.0,0.0
2015-02,2015,2,East,Technology,Consumer,2.0,4.0,94.78,671.13,-576.35,-85.88,27.19,161.97,-876.16,-84.4,4.33,137.97,-847.78,-86.0,11.09,-17.4,-12.09,7.6,50.0,0.0,50.0
2015-02,2015,2,South,Furniture,Consumer,1.0,10.0,441.01,1335.87,-894.86,-66.99,-21.98,535.7,-1271.7,-70.36,13.47,551.26,-1244.29,-69.3,-2.47,2.82,3.48,-13.66,100.0,50.0,0.0
2015-02,2015,2,South,Furniture,Corporate,2.0,8.0,427.53,1744.71,-1317.18,-75.5,,597.88,-1308.52,-68.64,,584.8,-1518.36,-72.19,,-2.24,-11.59,,50.0,-50.0,
2015-02,2015,2,South,Office Supplies,Consumer,1.0,10.0,124.55,364.07,-239.52,-65.79,100.89,66.02,-166.97,-71.66,43.12,124.55,-239.52,-65.79,70.31,47.0,11.0,10.08,100.0,0.0,0.0
2015-02,2015,2,South,Office Supplies,Home Office,2.0,12.0,114.96,132.29,-17.33,-13.1,,85.97,-16.41,-16.03,,117.14,-26.38,-18.38,,26.61,-2.05,,100.0,0.0,
2015-02,2015,2,South,Technology,Corporate,1.0,2.0,105.98,897.94,-791.96,-88.2,,104.92,-818.67,-88.64,,105.98,-1070.63,-90.99,,1.0,-20.5,,100.0,50.0,
2015-02,2015,2,West,Furniture,Consumer,2.0,15.0,1581.14,1380.67,200.47,14.52,1425.46,1221.27,-727.11,-37.32,693.75,1581.14,-206.77,-11.56,1120.3,22.76,31.73,41.51,100.0,33.33,100.0
2015-02,2015,2,West,Furniture,Corporate,2.0,6.0,153.23,2166.53,-2013.3,-92.93,,167.21,-2355.31,-93.37,,177.7,-2577.69,-93.55,,5.9,-2.55,,50.0,-25.0,
2015-02,2015,2,West,Office Supplies,Consumer,7.0,50.0,3542.66,67.45,3475.21,5152.28,3626.76,1980.8,1925.99,3513.94,1380.09,3558.58,3474.27,4120.83,2499.02,44.34,9.34,42.08,100.0,0.0,75.0
2015-02,2015,2,West,Office Supplies,Corporate,4.0,22.0,542.06,16.5,525.56,3185.21,69.09,363.12,353.43,3647.37,23.99,550.08,533.58,3233.82,71.59,33.99,-7.34,25.34,100.0,0.0,0.0
2015-02,2015,2,West,Technology,Consumer,2.0,4.0,775.96,1535.98,-760.02,-49.48,436.0,537.17,-1166.81,-68.48,220.91,775.96,-1144.02,-59.58,328.8,30.77,19.52,23.27,100.0,0.0,0.0
2015-03,2015,3,Central,Furniture,Consumer,3.0,21.0,1768.75,191.58,1577.17,823.24,52.35,1394.97,1177.56,541.63,1.62,1771.58,1532.12,639.82,37.54,21.26,12.05,27.84,66.67,16.67,16.67
2015-03,2015,3,Central,Furniture,Corporate,2.0,8.0,927.0,1654.78,-727.78,-43.98,,1340.45,-697.41,-34.22,,1319.96,-820.13,-38.32,,-1.55,-6.33,,50.0,10.0,
2015-03,2015,3,Central,Furniture,Home Office,1.0,3.0,251.34,101.9,149.44,146.65,,394.96,-171.85,-30.32,,359.06,104.32,40.95,,-10.0,112.5,,0.0,0.0,
2015-03,2015,3,Central,Office Supplies,Consumer,7.0,48.0,1239.74,640.78,598.96,93.47,-17.26,1605.51,709.63,79.21,-13.65,1473.76,681.55,86.03,-17.25,-8.94,4.15,-4.54,57.14,-17.86,-17.86
2015-03,2015,3,Central,Office Supplies,Corporate,9.0,44.0,598.55,85.67,512.88,598.67,35.79,383.22,284.01,286.27,-13.06,629.87,520.03,473.44,26.51,39.16,29.47,27.7,100.0,0.0,0.0
2015-03,2015,3,Central,Office Supplies,Home Office,1.0,7.0,112.04,43.66,68.38,156.62,-50.93,58.46,35.61,155.84,-83.49,112.04,68.38,156.62,-61.11,47.82,0.16,70.73,100.0,0.0,0.0
2015-03,2015,3,Central,Technology,Consumer,4.0,16.0,1196.27,1189.67,6.6,0.55,65.03,950.6,-387.63,-28.97,76.23,1289.54,-143.82,-10.03,76.38,26.28,19.64,0.06,100.0,0.0,0.0
2015-03,2015,3,Central,Technology,Corporate,5.0,21.0,2039.74,991.54,1048.2,105.71,,2127.38,1425.55,203.12,,2468.21,1472.51,147.89,,13.81,-15.7,,100.0,0.0,
2015-03,2015,3,East,Furniture,Consumer,2.0,9.0,607.22,1047.02,-439.8,-42.0,54.18,466.75,-1559.77,-76.97,43.47,607.22,-927.16,-60.43,54.18,23.13,55.2,5.74,100.0,100.0,0.0
2015-03,2015,3,East,Furniture,Corporate,2.0,8.0,55.85,418.44,-362.59,-86.65,,63.98,-755.81,-92.2,,69.28,-575.39,-89.25,,7.65,34.81,,50.0,0.0,
2015-03,2015,3,East,Furniture,Home Office,2.0,16.0,1316.59,49.27,1267.32,2572.19,,1524.94,1456.43,2125.86,,1609.64,1548.06,2513.9,,5.26,16.51,,50.0,50.0,
2015-03,2015,3,East,Office Supplies,Consumer,13.0,80.0,1377.79,74.52,1303.27,1748.89,61.18,1301.17,1261.67,3194.1,41.2,1667.41,1592.89,2137.53,63.4,21.96,-25.03,12.27,92.31,-7.69,-7.69
2015-03,2015,3,East,Office Supplies,Corporate,2.0,8.0,1536.04,41.16,1494.88,3631.88,218.64,1070.05,1046.57,4457.28,253.34,1555.72,1514.56,3679.69,220.56,31.22,-11.73,-6.38,100.0,0.0,20.0
2015-03,2015,3,East,Office Supplies,Home Office,1.0,3.0,17.52,10.5,7.02,66.86,-96.67,11.21,0.22,2.0,-97.79,17.52,4.4,33.54,-96.67,36.02,19.79,32.66,100.0,0.0,0.0
2015-03,2015,3,East,Technology,Consumer,3.0,7.0,934.95,94.78,840.17,886.44,94.79,783.26,621.29,383.58,159.03,1168.68,1030.71,747.05,143.49,32.98,50.38,-4.02,100.0,50.0,0.0
2015-03,2015,3,East,Technology,Corporate,1.0,7.0,3149.93,465.86,2684.07,576.15,,1669.46,-631.72,-27.45,,3149.93,1809.36,134.97,,47.0,118.66,,100.0,0.0,
2015-03,2015,3,East,Technology,Home Office,1.0,3.0,362.86,4949.67,-4586.81,-92.67,,413.89,-2302.96,-84.77,,453.58,-4496.09,-90.84,,8.75,-36.36,,100.0,0.0,
2015-03,2015,3,South,Furniture,Consumer,2.0,9.0,487.21,441.01,46.2,10.48,-61.22,421.88,-113.82,-21.25,-64.27,525.57,-25.69,-4.66,-58.16,19.73,16.91,13.73,100.0,0.0,0.0
2015-03,2015,3,South,Furniture,Corporate,2.0,7.0,244.21,427.53,-183.32,-42.88,,351.03,-246.85,-41.29,,317.69,-267.11,-45.68,,-10.49,-8.25,,0.0,-50.0,
2015-03,2015,3,South,Furniture,Home Office,1.0,5.0,933.54,4337.91,-3404.37,-78.48,,1035.64,-2393.0,-69.79,,1166.92,-3247.71,-73.57,,11.25,-11.08,,100.0,0.0,
2015-03,2015,3,South,Office Supplies,Consumer,8.0,46.0,7199.27,124.55,7074.72,5680.22,2227.68,3900.18,3834.16,5807.57,789.46,7208.96,7084.41,5688.0,1520.79,45.9,-1.1,44.49,100.0,0.0,20.0
2015-03,2015,3,South,Office Supplies,Corporate,4.0,32.0,2148.19,652.82,1495.37,229.06,228.42,1676.25,1214.37,262.92,189.09,2375.74,1722.92,263.92,263.21,29.44,0.19,18.09,100.0,0.0,0.0
2015-03,2015,3,South,Technology,Corporate,2.0,4.0,212.77,105.98,106.79,100.76,,160.78,55.86,53.24,,215.96,109.98,103.77,,25.56,24.56,,100.0,0.0,
2015-03,2015,3,West,Furniture,Consumer,2.0,5.0,862.97,1581.14,-718.17,-45.42,-73.64,759.17,-462.1,-37.84,-79.57,895.3,-685.84,-43.38,-77.11,15.2,-7.56,10.23,50.0,-50.0,-25.0
2015-03,2015,3,West,Furniture,Corporate,3.0,16.0,3466.64,153.23,3313.41,2162.38,11089.93,2839.83,2672.62,1598.36,2364.06,3474.1,3296.4,1855.04,5507.0,18.26,12.36,104.27,100.0,50.0,100.0
2015-03,2015,3,West,Furniture,Home Office,1.0,4.0,260.76,23.99,236.77,986.95,,451.14,432.67,2342.56,,383.47,359.48,1498.46,,-17.65,-40.66,,0.0,-100.0,
2015-03,2015,3,West,Office Supplies,Consumer,5.0,27.0,602.39,3542.66,-2940.27,-83.0,-48.71,323.91,-1656.89,-83.65,-68.74,604.73,-2953.85,-83.01,-52.6,46.44,2.1,27.65,100.0,0.0,15.38
2015-03,2015,3,West,Office Supplies,Corporate,5.0,13.0,66.57,542.06,-475.49,-87.72,-83.49,51.38,-311.74,-85.85,-81.73,71.5,-478.58,-87.0,-83.64,28.15,-5.84,-7.47,80.0,-20.0,0.0
2015-03,2015,3,West,Office Supplies,Home Office,2.0,6.0,152.19,1112.44,-960.25,-86.32,,93.36,-707.3,-88.34,,165.3,-1013.9,-85.98,,43.52,11.42,,100.0,0.0,
2015-03,2015,3,West,Technology,Consumer,3.0,5.0,202.95,775.96,-573.01,-73.85,145.11,173.31,-363.86,-67.74,127.5,206.14,-569.82,-73.43,148.96,15.93,-14.84,7.93,100.0,0.0,0.0
2015-03,2015,3,West,Technology,Corporate,5.0,21.0,457.02,728.21,-271.19,-37.24,,711.48,202.91,39.9,,684.07,-101.7,-12.94,,-4.01,-39.29,,80.0,-20.0,
2015-03,2015,3,West,Technology,Home Office,1.0,6.0,707.82,856.47,-148.65,-17.36,,484.58,-488.59,-50.21,,707.82,-347.06,-32.9,,31.54,23.79,,100.0,0.0,
2015-04,2015,4,Central,Furniture,Consumer,4.0,12.0,1870.85,1768.75,102.1,5.77,18496.92,1609.19,214.22,15.36,4311.16,1957.04,185.46,10.47,7678.38,17.77,-3.49,62.76,75.0,8.33,75.0
2015-04,2015,4,Central,Furniture,Corporate,2.0,5.0,88.83,927.0,-838.17,-90.42,,79.39,-1261.06,-94.08,,101.62,-1218.34,-92.3,,21.87,23.42,,100.0,50.0,
2015-04,2015,4,Central,Furniture,Home Office,1.0,5.0,149.18,251.34,-102.16,-40.65,,228.34,-166.62,-42.19,,213.12,-145.94,-40.65,,-7.14,2.86,,0.0,0.0,
2015-04,2015,4,Central,Office Supplies,Consumer,12.0,74.0,1213.71,1239.74,-26.03,-2.1,2419.64,1192.45,-413.06,-25.73,2852.34,1349.06,-124.7,-8.46,2140.59,11.61,20.55,-21.31,91.67,34.53,-8.33
2015-04,2015,4,Central,Office Supplies,Corporate,4.0,13.0,220.56,598.55,-377.99,-63.15,-80.14,156.48,-226.74,-59.17,-82.21,233.19,-396.68,-62.98,-79.61,32.9,-6.26,9.8,100.0,0.0,20.0
2015-04,2015,4,Central,Office Supplies,Home Office,2.0,10.0,197.45,112.04,85.41,76.23,111.0,152.68,94.22,161.17,98.83,197.45,85.41,76.23,68.79,22.67,-25.15,-11.69,100.0,0.0,0.0
2015-04,2015,4,Central,Technology,Consumer,6.0,31.0,2617.25,1196.27,1420.98,118.78,458.17,1635.86,685.26,72.09,522.99,2656.36,1366.82,105.99,466.51,38.42,12.14,-5.58,100.0,0.0,0.0
2015-04,2015,4,Central,Technology,Corporate,3.0,10.0,472.28,2039.74,-1567.46,-76.85,,530.23,-1597.15,-75.08,,590.35,-1877.86,-76.08,,10.18,-3.63,,100.0,0.0,
2015-04,2015,4,East,Furniture,Consumer,2.0,18.0,1913.37,607.22,1306.15,215.1,68.55,1731.52,1264.77,270.97,10.36,1961.69,1354.47,223.06,33.3,11.73,-11.4,18.34,50.0,-50.0,0.0
2015-04,2015,4,East,Furniture,Corporate,2.0,7.0,635.06,55.85,579.21,1037.08,-67.58,374.62,310.64,485.53,-91.47,652.07,582.79,841.21,-80.03,42.55,34.9,76.97,50.0,0.0,50.0
2015-04,2015,4,East,Furniture,Home Office,2.0,12.0,728.4,1316.59,-588.19,-44.68,,1270.3,-254.64,-16.7,,1015.57,-594.07,-36.91,,-25.08,-30.34,,100.0,50.0,
2015-04,2015,4,East,Office Supplies,Consumer,9.0,45.0,900.13,1377.79,-477.66,-34.67,420.7,618.23,-682.94,-52.49,442.83,919.62,-747.79,-44.85,400.47,32.77,10.81,-5.26,100.0,7.69,0.0
2015-04,2015,4,East,Office Supplies,Corporate,4.0,35.0,182.28,1536.04,-1353.76,-88.13,-79.58,281.0,-789.05,-73.74,-82.57,258.29,-1297.43,-83.4,-81.03,-8.8,-40.02,9.64,100.0,0.0,22.22
2015-04,2015,4,East,Office Supplies,Home Office,5.0,39.0,5613.51,17.52,5595.99,31940.58,28835.62,3735.5,3724.29,33222.93,16406.85,5791.74,5774.22,32957.88,23714.72,35.5,-0.52,28.51,100.0,0.0,0.0
2015-04,2015,4,East,Technology,Consumer,9.0,34.0,3240.3,934.95,2305.35,246.57,137.57,2759.73,1976.47,252.34,75.92,3796.3,2627.62,224.84,123.32,27.31,-5.67,19.59,100.0,0.0,0.0
2015-04,2015,4,East,Technology,Corporate,3.0,14.0,666.56,3149.93,-2483.37,-78.84,477.81,701.99,-967.47,-57.95,967.5,790.91,-2359.02,-74.89,585.6,11.24,-35.76,-31.76,66.67,-33.33,-33.33
2015-04,2015,4,East,Technology,Home Office,1.0,7.0,34.1,362.86,-328.76,-90.6,,69.86,-344.03,-83.12,,56.84,-396.74,-87.47,,-22.89,-31.64,,0.0,-100.0,
2015-04,2015,4,South,Furniture,Consumer,1.0,10.0,743.18,487.21,255.97,52.54,38.23,1042.16,620.28,147.03,50.95,928.98,403.41,76.76,38.23,-12.18,-31.91,-9.45,100.0,0.0,50.0
2015-04,2015,4,South,Furniture,Corporate,2.0,5.0,828.77,244.21,584.56,239.37,,927.92,576.89,164.34,,1019.99,702.3,221.06,,9.03,19.52,,100.0,100.0,
2015-04,2015,4,South,Office Supplies,Consumer,3.0,7.0,212.03,7199.27,-6987.24,-97.05,12.38,208.18,-3692.0,-94.66,56.92,236.18,-6972.78,-96.72,25.17,11.86,-34.04,-17.83,66.67,-33.33,-33.33
2015-04,2015,4,South,Office Supplies,Corporate,2.0,5.0,57.4,2148.19,-2090.79,-97.33,-28.21,282.0,-1394.25,-83.18,347.48,170.37,-2205.37,-92.83,113.07,-65.52,-94.96,-86.71,50.0,-50.0,-50.0
2015-04,2015,4,South,Office Supplies,Home Office,2.0,16.0,108.25,114.96,-6.71,-5.84,,102.62,16.65,19.37,,135.32,18.18,15.52,,24.16,-2.45,,100.0,0.0,
2015-04,2015,4,South,Technology,Consumer,1.0,6.0,106.5,594.23,-487.73,-82.08,,64.96,-751.41,-92.04,,106.5,-801.29,-88.27,,39.0,28.93,,100.0,50.0,
2015-04,2015,4,West,Furniture,Consumer,6.0,22.0,1912.6,862.97,1049.63,121.63,378.68,2835.85,2076.68,273.55,340.62,2560.46,1665.16,185.99,354.37,-10.76,-25.96,3.45,16.67,-33.33,-43.33
2015-04,2015,4,West,Furniture,Corporate,1.0,11.0,65.18,3466.64,-3401.46,-98.12,-83.81,37.75,-2802.08,-98.67,-95.57,65.18,-3408.92,-98.12,-89.43,42.08,23.82,80.18,100.0,0.0,100.0
